,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
27,"Boston, MA",Analysis Group,"Creating interactive analytics portals and data visualizations (e.g., using R/Shiny, Python/Flask, D3)....",104372296a1d5292,Data Scientist,,53.4,5,4 days,2016-10-17 21:29:15.887221
28,"New York, NY",YouNow,Conduct in-depth research and analyses that translate data into actionable insights. Collaborate with the data science team on new data products and initiatives...,2cedd585ce62c6e4,Data Scientist/Analyst,,,,18 days,2016-10-17 21:29:15.887221
29,"Manhattan, NY",JPMorgan Chase,"Digital Data Scientist. 5+ years of combined industry and/or academic (BS/MS/PhD) experience, with an emphasis on machine learning and data analysis....",7acc50463aab0cd5,Digital Data Scientist,,44.4,10704,3 days,2016-10-17 21:29:15.887221
30,"New York, NY 10010 (Gramercy area)",Aetna,"This position will use predictive and behavioral analytics, and analytically derived insights to develop and test solutions that improve consumer engagement,...",a820a2f943a047f8,Data Scientist,,43.8,1717,12 days,2016-10-17 21:29:15.887221
31,"Redmond, WA 98052",Microsoft,"Experience with information retrieval, data mining, machine learning and natural language understanding,. We're looking for someone who has a strong background...",2b66e92b8e367859,Data Scientist 2,,52.199997,2485,2 days,2016-10-17 21:29:15.887221
32,"McLean, VA","Consulting Services Group, LLC","Data Scientist McLean, Virginia. The candidate will help develop novel analytical approaches for parsing bulk internet data sets, develop data mining algorithms...",f091c6b4baf7a1a5,Data Scientist,,,,7 hours,2016-10-17 21:29:15.887221
33,"Redmond, WA",krg technology inc,Job Description Language Processing: •experience or knowledge of language technology •experience or knowledge of computational linguistics and annotated,51fedbe2ffe07d6a,Jr Data Scientist,,,,3 days,2016-10-17 21:29:15.887221
34,"New York, NY 10016 (Gramercy area)",FactSet,Processing of financial data. With our Machine Learning and Language Technologies(MLT). FactSet is a financial data. Financial information and analytics....,58d126cd5579695b,Machine Learning Engineer Internship,,43.8,42,2 days,2016-10-17 21:29:15.887221
35,"New York, NY",Inficare,"Optimization, Machine learning, Data mining, AI, Simulation, Social network analysis, Churn prediction, Segmentation analysis, Text analysis and Streaming data...",aa69dfb416c21645,Data Scientist,,,,3 days,2016-10-17 21:29:15.887221
36,"New York, NY",OnDeck,Join our team of data scientists as we work to understand small business better than any other lender. Conduct deep dives into the performance of our portfolio...,9504dbe724c0c491,Risk Data Scientist,,52.800003,3,11 days,2016-10-17 21:29:15.887221
37,"Mountain View, CA",ZingBox,Apply machine learning/anomaly detection techniques to detect IoT devices anomaly behaviors and security threats....,edd91a36ee8926eb,Data scientist,,,,7 hours,2016-10-17 21:29:15.887221
38,"San Francisco, CA",Hoodline,Develop machine learning and data mining algorithms to extract meaningful information from thousand to millions articles....,dd86068e34d0f55a,Machine Learning Data Scientist,,,,5 days,2016-10-17 21:29:15.887221
39,"New York, NY",Schrodinger,"Familiarity with deep learning, neural networks, random forest, support vector machines, and other machine learning techniques....",d5cbd1a80c153dfb,Machine Learning Engineer,,,,1 day,2016-10-17 21:29:15.887221
40,"Brooklyn, NY",NATIONAL GRID CO USA (NE POWER),"Understanding of Data Mining and Machine Learning Techniques. Employ sophisticated analytics programs, machine learning, and statistical methods to prepare data...",e2d654133269eb31,Data Scientist,,,,11 days,2016-10-17 21:29:15.887221
41,"Charlottesville, VA 22909 (North East area)",S&P GLOBAL MARKET INTELLIGENCE,"Experience with data mining, machine learning, natural language processing, and data visualization. As a Data Scientist, you will be responsible for the...",dc6403594898f43a,DATA SCIENTIST,,43.2,20,3 days,2016-10-17 21:29:15.887221
42,"Redmond, WA",Cognizant,If you require accessibility assistance applying for open positions in the US please send an email with your request to CareersNorthAmerica@cognizant.com....,937826dda415d0d4,Data Scientist,,51.0,4720,3 days,2016-10-17 21:29:15.887221
43,"Santa Clara, CA",Roche,In this entry level role you will learn the theory and operation of the new Genia Single Molecule Sequencing platform and help take the machine from an advanced...,3b879e6af66e9d23,"Data Scientist I, Sequencing",,52.199997,336,7 days,2016-10-17 21:29:15.887221
44,"Charlotte, NC",IT America,"As a data scientist in our new analytics team, you will be responsible to work on digital sales prediction models with a focus on machine learning and...",5a83ea92d0a00d8e,Data Scientist,,,,11 hours,2016-10-17 21:29:15.887221
45,"Palo Alto, CA",HP Inc,"The Customer and Marketing Analytics group in HP Inc’s Global Marketing organization has been charted to provide deep insights, predictions and optimization...",7a6e392e7105d9d7,Data Scientist,,,,14 hours,2016-10-17 21:29:15.887221
46,"New York, NY 10011 (Chelsea area)",Google,Experience with data analytics and/or data visualization techniques and software. Experience interpreting technical data and creating reports with data....,123a06bb156c1ef6,"Machine Learning Deployment Engineer, Professional Services,...",,52.800003,1219,17 days,2016-10-17 21:29:15.887221
47,"Annapolis Junction, MD",Booz Allen Hamilton,"Develop machine learning, data mining, and statistical and graph-based algorithms designed to analyze massive data sets and partner with Cloud technologists to...",ba4b73e8d55aa554,Data Scientist,,44.4,946,23 minutes,2016-10-17 21:29:15.887221
48,"Baltimore, MD",Softrams LLC,"Knowledge of healthcare claims data. 4+ years of professional experience with programming and software development, including Python, R, or another language...",60dfe14c1c9970fc,Data Scientist,,,,3 days,2016-10-17 21:29:15.887221
49,"Newark, NJ",Horizon Blue Cross Blue Shield of New Jersey,"The Data Scientist is a subject matter expert and individual contributor that will create, decipher, and utilize sophisticated statistical/econometric data...",98edf34c1bbc1d7b,Data Scientist,,51.0,298,17 days,2016-10-17 21:29:15.887221
50,"Menlo Park, CA",Facebook,"Scientists should be proficient in R. Responsibilities Scientists will be expected to design and implement novel experiments or quasi-experiments, and develop...",58ccb9c5ee7bd1da,"Data Scientist, Core Data Science",,51.0,114,8 days,2016-10-17 21:29:15.887221
51,"Santa Clara, CA 95054",LumenData,"Classifying streaming machine data to enable powerful predictions on machine energy consumption, efficiencies, and fault tolerances....",87e4c665f3ea3a61,Data Scientist,,51.0,2,17 hours,2016-10-17 21:29:15.887221
52,"Short Hills, NJ 07078",Dun & Bradstreet,If you are interested in applying for employment with Dun & Bradstreet and need special assistance or an accommodation to use our website or to apply for a...,f55ff122a5f16469,"Statistician, Advanced Analytics",,43.8,148,7 days,2016-10-17 21:29:15.887221
53,"Schaumburg, IL",Zurich North America,"Data Scientist, you will:. Experience in applying data transformation. Matching), text mining, and data reduction....",803bc11db25af670,Jr. Data Scientist,,43.2,311,11 days,2016-10-17 21:29:15.887221
54,"Plymouth Meeting, PA",QuintilesIMS,"Apply machine learning, data mining technologies in developing innovative solutions in pharmaceutical industry....",6d914185bb0803d7,Data Scientist,,44.4,439,2 days,2016-10-17 21:29:15.887221
55,"Chicago, IL",Brad's Deals,Brad’s Deals is looking for an experienced data scientist to join our team. Develop recommender systems based on behavioral data....,4345e7fc5772b24a,Data Scientist,,,,1 day,2016-10-17 21:29:15.887221
56,"Basking Ridge, NJ","Smartlink, LLC","Data extraction/transformation/loading, text mining, statistical analysis experience is required. Visualize the analytical results using data visualization...",06c04af265d7da17,Data Scientist,,,,4 days,2016-10-17 21:29:15.887221
57,"Frisco, TX",MoneyGram,Applies advanced knowledge to utilize or produce analytical material for discussions with cross-functional teams to understand business objectives and influence...,23a5db879d0999ee,Data Scientist,,43.2,130,10 days,2016-10-17 21:29:15.887221
58,"San Diego, CA",HP Inc,"Excellent analytical thinking, analysis, and problem solving skills Ability to communicate abstract ideas clearly and independently manage complex project...",6de001f3d3b878cf,Data Scientist - Big Data Analytics Development,,,,14 hours,2016-10-17 21:29:15.887221
59,"New York, NY 10011 (Chelsea area)",Spotify,You will work in collaboration with other mathematicians and scientists in Research and with data engineers and design technologists across Analytics to imagine...,db099e1752ee46dd,Research Lead / Data Scientist,,54.6,12,19 days,2016-10-17 21:29:15.887221
60,"Mountain View, CA 94039",Intuit,"Deep mastery of machine learning - Candidate must have a deep mastery of a wide range of ML techniques, tools, and methodologies with a demonstrated capability...",e0522e65ebac1469,Data Scientist,,52.199997,467,3 days,2016-10-17 21:29:15.887221
61,"Memphis, TN",Sedgwick Claims Management Services,"Collaborates with data management team to develop, refine, and scale data management and analytics procedures, systems, workflows, best practices, and other...",9bd9b0ee42c75607,Data Scientist,,40.8,468,7 days,2016-10-17 21:29:15.887221
62,"San Francisco, CA 94114 (Castro-Upper Market area)",Apple,"We are looking for scientists who are passionate about creating data driven systems and have experience in statistical programming, machine learning, and use of...",b1c75056addc71fd,"Software Engineer, Data Scientist",,52.800003,2573,5 days,2016-10-17 21:29:15.887221
63,"San Jose, CA",PayPal,"Data Science & Analytics. Responsible for overcoming the challenges presented by big data, evolving fraud techniques, and new payment technologies by leveraging...",05383d03c5575dab,Data Scientist 2,,44.4,422,3 days,2016-10-17 21:29:15.887221
64,"Boston, MA 02111 (Central area)",Autodesk,"You have a Bachelor's degree focused on operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline....",522547d5f3872824,Data Scientist (Boston),,52.199997,147,4 days,2016-10-17 21:29:15.887221
65,"New York, NY 10013 (Tribeca area)",Rent the Runway,Apply expertise in quantitative analysis and data mining to see beyond the numbers and extract actionable insights on how our customers use our service and...,1769c71322d8898f,Data Analyst / Data Scientist,,42.6,28,17 days,2016-10-17 21:29:15.887221
66,"San Francisco, CA",Zynga,"Probability, statistics, data mining, predictive modeling, experimental design, computational analytics, econometric modeling....",41c2b86261039a04,"Data Scientist, Central Product Management",,44.4,36,4 days,2016-10-17 21:29:15.887221
67,"Solana Beach, CA",Amazon Corporate LLC,Do you want to join an innovative team of scientists who use machine learning and statistical techniques to keep Amazon the safest and most trusted place to...,205e554c1913e597,Applied Machine Learning Scientist,,43.2,9618,7 days,2016-10-17 21:29:15.887221
68,"Waukesha, WI 53188",GE Healthcare,"Experience with data extraction, data cleansing, data manipulation, ETL tools, and big data technologies, data dictionaries, and data management processes....",e0e251b42cca35dd,Global Service Data & Analytics – Data Scientist,,51.0,690,12 hours,2016-10-17 21:29:15.887221
69,"Providence, RI",Brown University,"Tableau), and the Linux operating system.Ability to manage multiple projects with competing priorities and deadlines.An eagerness to take ownership of...",cc5bb8a17803f945,Data Scientist,,54.0,71,4 days,2016-10-17 21:29:15.887221
70,"New York, NY",Dataminr,"Solid background in data mining, data visualization, statistical analysis, computational NLP or machine learning with at least 5 years experience....",eb832581181ee415,Data Scientist,,,,24 days,2016-10-17 21:29:15.887221
71,"Redmond, WA",Brillio,"Understands Machine learning algorithms, Natural language processing and preferably worked on Azure ML, HDIsight. Python or R or SAS....",aabb86c000318064,Data Scientist,,40.8,16,1 day,2016-10-17 21:29:15.887221
72,"New York, NY 10154 (Midtown area)",KPMG,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. KPMG is currently seeking a Data Scientist to join our...",ad6cac7cd99c095b,Data Scientist,,51.0,1768,3 days,2016-10-17 21:29:15.887221
73,"Alexandria, VA 22303",TransVoyant,Understanding of Hadoop stack and data analytics tools to exploit massive sets of TransVoyant data (e.g. The ideal candidate will structure data and create the...,dbc367d190e27b00,Data Scientist,,,,8 days,2016-10-17 21:29:15.887221
74,"San Diego, CA",EXPERIAN,Job Description - Data Scientist (162066) Experian is an Equal Opportunity Employer Data Scientist - Job Number:....,99ae3bd00652379f,Data Scientist,,42.6,262,6 days,2016-10-17 21:29:15.887221
75,"Cincinnati, OH 45249",Vantiv,"We're looking for exceptional data scientists to play a pivotal role in the research and development of data products, drive better and faster decision making...",aed81bd0c51ab1b9,Data Scientist,,42.0,102,5 days,2016-10-17 21:29:15.887221
76,"New York, NY 10112 (Midtown area)",Comcast,Are you ready to go beyond classic predictive analytics and machine learning to newer areas like deep learning and micro-contextual analytics to obtain...,bf398f7e222d401a,Data Scientist II,,43.8,6371,19 days,2016-10-17 21:29:15.887221
77,"New York, NY",VaynerMedia LLC,Potential Applications of Data Science at VaynerMedia:. Prototype new data driven features for our reporting platform....,b6230f79459b0940,Data Scientist - AdTech,,,,14 days,2016-10-17 21:29:15.887221
78,"Mountain View, CA 94043",Retail Solutions,"Familiar with R programming, can use R to create analysis programs using linear regression, pattern recognition, machine learning methods....",3f655fdd7ded88e1,Data Scientist,,,,6 days,2016-10-17 21:29:15.887221
79,"Cleveland, OH",Nityo Infotech Services Pvt. Ltd.,"Knowledge of classification systems and clinical vocabularies and nomenclature, such as International Classification Of Diseases (ICD)-9, Current Procedural...",d0b1d924fa3a9be7,Data Scientist,,,,6 days,2016-10-17 21:29:15.887221
80,"Seattle, WA",Pacific Northwest National Laboratory,Data Science & Analytics. Data science at Pacific Northwest National Laboratory performs data\-driven research and discovery facilitated by the tools and...,7b7251537d5b1096,Data Scientist - Applied Machine Learning,,44.4,39,7 days,2016-10-17 21:29:15.887221
81,"Longmont, CO",Seagate,"Requires academic coursework or industry experience in applied math, advanced statistics, big data, data mining, and machine learning....",996c82ad15ac5368,Data Scientist II,,51.0,236,4 days,2016-10-17 21:29:15.887221
82,"Seattle, WA",Remitly,"As a data scientist, you will provide expertise on statistical and machine learning concepts for the broader group of analysts throughout the company and push...",c7d4f15e0329d205,Data Scientist,,,,2 days,2016-10-17 21:29:15.887221
83,"Mountain View, CA",Siemens,"Proven success as data scientist/architect working with large data sets, preferably health data, and using analytics to drive growth of a service/product....",d3903aae9833d955,Data Scientist,,51.6,4063,15 days,2016-10-17 21:29:15.887221
84,"San Bruno, CA 94066",Walmart eCommerce,"Data Scientists are responsible for researching new trends in the industry and utilizing up-to-date technology (for example, HBase, MapReduce, LAPack, Gurobi)...",2fcdda0daec2e002,Data Scientist,,42.0,17,4 hours,2016-10-17 21:29:15.887221
85,"Bentonville, AR 72712",Walmart,"Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 7 years experience in an...",b969d893af102c80,Associate Data Scientist-ISD,,42.6,73259,4 hours,2016-10-17 21:29:15.887221
86,"Santa Barbara, CA 93103",HG Data,"We are looking for a data scientist with software development background. HG DATA CULTURE:. An interest in Machine Learning and Natural Language Processing, as...",e23db0778853ece8,Data Scientist,,,,10 days,2016-10-17 21:29:15.887221
87,"Cary, NC",MetLife GTO,"Participates as team member on research, data mining, predictive modeling, and/or business analytics projects....",31e4947819d45766,Data Scientist II,,,,4 days,2016-10-17 21:29:15.887221
88,"Fort Worth, TX 76177",DynCorp International LLC.,"Two (2) or more years’ experience in data mining, statistics / mathematics modeling, machine learning, text mining, and stream analytics....",3f6c26ead281efde,Data Scientist,,44.4,24,6 days,2016-10-17 21:29:15.887221
89,"Charlotte, NC",Bank of America,"The data scientist will:. This role requires a mixture of data analysis, technical project management, enterprise data management and IT database technician....",3f3d1107203bcee8,"Data Scientist (Charlotte, NYC, Jacksonville, Plano)",,44.4,14240,3 days,2016-10-17 21:29:15.887221
90,"Boston, MA 02111 (Central area)",Plymouth Rock Assurance Corporation,"An advanced degree in mathematics, machine learning, economics, statistics or a related field (background in Bayesian statistics preferred)....",7d23fb51a6d2b792,Data Scientist,,,,5 days,2016-10-17 21:29:15.887221
91,"Chicago, IL","Vizient, Inc.","Serves as the resident data expert and share best practices/approaches for statistics, machine learning techniques, data modeling, simulation and advanced...",9a441b69e587736a,Data Scientist,,,,4 days,2016-10-17 21:29:15.887221
92,"Houston, TX",Exxon Mobil,"Experience in relevant areas of scientific expertise (e.g., machine learning, numerical methods, signal processing, statistics, mathematics, and optimization)....",857a318d918bc7ce,Data Scientist,,51.0,1005,12 days,2016-10-17 21:29:15.887221
93,"Alpharetta, GA 30005",Equifax,"At least 5-10 years of working experience in analytics, data mining, data visualization, and/or predictive modeling....",51ed96d2736b48c2,"Data Scientist, Identity & Linking",,43.2,220,8 hours,2016-10-17 21:29:15.887221
94,"Mountain View, CA 94043",Edison Pharmaceuticals,Edison is seeking a Data Scientist to analyze raw instrument data and predict/control biology from large data sets....,80bdeb4dbb6c87cf,Data Scientist,,,,4 days,2016-10-17 21:29:15.887221
95,"Durham, NC 27701",Digital Turbine,We are looking for a skilled scientist to develop and deploy mathematical models via best-of-class high-performance data architectures and scientific computing...,7a975e894688cf6d,Data Scientist,,,,5 days,2016-10-17 21:29:15.887221
96,"Plano, TX",shrikon,"Identifies what data is available and relevant, including internal and external data sources, leveraging new data collection processes....",e1a967108222d0c5,Data Scientist,,,,3 days,2016-10-17 21:29:15.887221
97,"New York, NY","Two Sigma Investments, LLC.",Develop machine learning algorithms for financial datasets. We believe that the scientific method is the best way to approach....,7baca9d2d7863eeb,Quantitative Researcher in Machine Learning,,,,4 days,2016-10-17 21:29:15.887221
98,"Redwood City, CA","GraphSQL, Inc.","GraphSQL is seeking a Data Scientist with machine learning experience. Knowledgeable in machine learning, data mining, and statistics....",d3b247a86d61c50b,Data Scientist,,,,4 days,2016-10-17 21:29:15.887221
99,"San Francisco, CA",Macy's,"The Data Scientist function enables and empowers macys.com marketing and site personalization with predictive modeling, forecasting, data mining, experimental...",0af2239cd618e17c,Data Scientist (macys.com),,43.2,14182,4 days,2016-10-17 21:29:15.887221
100,"San Jose, CA 95110 (Downtown area)",Ness Technologies,We have specific data sources we are working with – mainly from Aligned Resource Management System (ARMS) data which pulls data from different core systems and...,cddfde16b0a0d0ba,Data Analyst/Scientist,,43.2,91,4 hours,2016-10-17 21:29:15.887221
101,"Virginia Beach, VA",SAIC,Data Scientist (Job Number:. Perform analytical activities on Department of Homeland Security (DHS) mission data in support of Science and Technology...,ccfdca376a9cec88,Data Scientist Job,,51.6,1269,7 days,2016-10-17 21:29:15.887221
102,"New York, NY",United Nations,"Plan and conduct analytical programmes of work in relevant areas of demographic and population statistics, such as census and vital statistics activities,...",56af5275cac72543,STATISTICIAN,,53.4,267,3 days,2016-10-17 21:29:15.887221
103,"San Francisco, CA 94107 (South Of Market area)",Ubisoft,"The most commons will be SQL for data extraction, R for data analysis and a. Combination of R and Tableau for data visualization ....",30768ffa71fdfbc4,"Data Scientist, Marketing Analytics",,51.0,68,4 days,2016-10-17 21:29:15.887221
104,"Broomfield, CO","Vadata, Inc","Together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts you will work on...",f0b73a3abf907e71,Data Scientist,,,,7 days,2016-10-17 21:29:15.887221
105,"Palo Alto, CA",Diffbot,We’re looking for talented and driven machine learning engineers with a unique area of expertise that can be applied to improving the performance and...,8f4a055585c8e032,Machine Learning Engineer,,,,6 days,2016-10-17 21:29:15.887221
106,"Seattle, WA",Facebook,Product Operations Forecasting and setting product team goals Designing and evaluating experiments Monitoring key product metrics Understanding root causes of...,b9311e8d338dc41c,"Data Scientist, Analytics",,51.0,114,12 days,2016-10-17 21:29:15.887221
107,"San Jose, CA",Get It Mobile,Query and analyze data from large data sets; The primary objective of our Data Science Team is to gain the necessary insights from our data to drive innovations...,8a346163d5f5783e,Data Scientist,,,,6 days,2016-10-17 21:29:15.887221
108,"Palo Alto, CA",Visa,"Reporting to the head of Data Analytics, the Researcher will work with a team to conduct world-class research on data analytics and contribute to the long-term...",7f5bb691dc86bbbb,Research Scientist Job,,51.0,294,3 days,2016-10-17 21:29:15.887221
109,"Irvine, CA",Blizzard Entertainment,"Develop state-of-the-art machine learning, data mining, and statistical modeling solutions to understand game design, system performance, and key business...",ccf6771e79965525,"Data Scientist, Business Intelligence",,44.4,86,20 days,2016-10-17 21:29:15.887221
110,"Cleveland, OH 44115 (Downtown area)",Chmura Economics and Analytics,We are looking for innovative data scientists who have a passion for code and data! The position reports to the Chief Data Scientist....,dd4343e4d8e21b3f,Data Scientist - Any Experience Level!,,,,4 days,2016-10-17 21:29:15.887221
111,"Framingham, MA",Berg Health,"In Statistics, Epidemiology, Public Health, Data Science or related field. Perform meticulous and well thought-out data analysis for hypothesis testing on...",8a44d1e1ec7c55e4,Data Scientist,,,,6 days,2016-10-17 21:29:15.887221
112,"Midland, MI",The Dow Chemical Company,"Advanced Analytics Data Scientist. The Dow Chemical Company has an opening for an Advanced Analytics Data Scientist located in Midland, MI....",3b53352e17355438,Advanced Analytics Data Scientist,,51.0,641,5 days,2016-10-17 21:29:15.887221
113,"Cambridge, MA 02139 (Area IV area)",Aequor Technologies,Be self-supportive in collaborating with world-class scientists to design and deploy data solutions to identified scientific problems related to drug discovery...,0ee0327f48ba0a0d,Database Engineer/ SPARK Engineer,$55 an hour,40.2,5,6 hours,2016-10-17 21:29:15.887221
114,"San Francisco, CA",Twitch,"We think of Emmett, the CEO, as Twitch’s original data scientist. Professional work as a Data Scientist at a web/mobile product company is preferred, but any...",85e94cc9adaabf4d,Data Scientist,,55.800003,4,4 days,2016-10-17 21:29:15.887221
115,"American Fork, UT 84003","Domo, Inc.","Understand existing business flow and website features, dive into the underlying data, apply relevant Data Mining techniques and/or Machine Learning algorithms...",7a6f961490095082,Data Scientist,,44.4,21,10 days,2016-10-17 21:29:15.887221
116,"Washington, DC",LivingSocial,Utilize large-scale data mining and machine learning techniques to discover actionable patterns in the data....,e96b19140804b7b4,Data Scientist,,42.6,132,3 days,2016-10-17 21:29:15.887221
117,"San Francisco, CA 94103 (South Of Market area)",Yelp,Endless ideas about how to leverage Yelp's unique data set. Interested in applying? In this role you’ll be tackling a variety of projects ranging from design...,0831dc37aed855a5,Data Scientist,,43.8,120,17 days,2016-10-17 21:29:15.887221
118,"San Mateo, CA","Tile, Inc.","Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with...",4bae1506b38ce8f6,Product Data Scientist,,,,6 hours,2016-10-17 21:29:15.887221
119,"Philadelphia, PA",MeetMe,"Experience in data mining, machine learning, statistics, business analytics, and computational linguistics would be invaluable....",bb77d2f82fe66365,Data Scientist/Big Data Engineer,,,,4 days,2016-10-17 21:29:15.887221
