,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
405,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
406,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",020e078d77d26929,Developmental Chemical Manufacturing Specialist,,41.4,212,30+ days,2016-10-17 21:41:20.035527
407,"Cleveland, OH",Case Western Reserve University,He/she will present and discuss scientific findings in scientific meetings. This project is based on our recent discovery that plant virus-like nanoparticles...,383773b415bd1951,postdoctoral research associate,,51.6,125,19 days,2016-10-17 21:41:20.035527
408,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",9812940d1dd28a9b,Technician - Sample Receiving,,,,7 days,2016-10-17 21:41:20.035527
409,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",a44eb3a63f950315,Technician - Microbiology,,,,7 days,2016-10-17 21:41:20.035527
410,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
411,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",020e078d77d26929,Developmental Chemical Manufacturing Specialist,,41.4,212,30+ days,2016-10-17 21:41:20.035527
412,"Cleveland, OH",Case Western Reserve University,He/she will present and discuss scientific findings in scientific meetings. This project is based on our recent discovery that plant virus-like nanoparticles...,383773b415bd1951,postdoctoral research associate,,51.6,125,19 days,2016-10-17 21:41:20.035527
413,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",9812940d1dd28a9b,Technician - Sample Receiving,,,,7 days,2016-10-17 21:41:20.035527
414,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",a44eb3a63f950315,Technician - Microbiology,,,,7 days,2016-10-17 21:41:20.035527
415,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
416,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",020e078d77d26929,Developmental Chemical Manufacturing Specialist,,41.4,212,30+ days,2016-10-17 21:41:20.035527
417,"Cleveland, OH",Case Western Reserve University,He/she will present and discuss scientific findings in scientific meetings. This project is based on our recent discovery that plant virus-like nanoparticles...,383773b415bd1951,postdoctoral research associate,,51.6,125,19 days,2016-10-17 21:41:20.035527
418,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",9812940d1dd28a9b,Technician - Sample Receiving,,,,7 days,2016-10-17 21:41:20.035527
419,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",a44eb3a63f950315,Technician - Microbiology,,,,7 days,2016-10-17 21:41:20.035527
420,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
421,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",020e078d77d26929,Developmental Chemical Manufacturing Specialist,,41.4,212,30+ days,2016-10-17 21:41:20.035527
422,"Cleveland, OH",Case Western Reserve University,He/she will present and discuss scientific findings in scientific meetings. This project is based on our recent discovery that plant virus-like nanoparticles...,383773b415bd1951,postdoctoral research associate,,51.6,125,19 days,2016-10-17 21:41:20.035527
423,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",9812940d1dd28a9b,Technician - Sample Receiving,,,,7 days,2016-10-17 21:41:20.035527
424,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",a44eb3a63f950315,Technician - Microbiology,,,,7 days,2016-10-17 21:41:20.035527
425,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
426,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",020e078d77d26929,Developmental Chemical Manufacturing Specialist,,41.4,212,30+ days,2016-10-17 21:41:20.035527
427,"Cleveland, OH",Case Western Reserve University,He/she will present and discuss scientific findings in scientific meetings. This project is based on our recent discovery that plant virus-like nanoparticles...,383773b415bd1951,postdoctoral research associate,,51.6,125,19 days,2016-10-17 21:41:20.035527
428,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",9812940d1dd28a9b,Technician - Sample Receiving,,,,7 days,2016-10-17 21:41:20.035527
429,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",a44eb3a63f950315,Technician - Microbiology,,,,7 days,2016-10-17 21:41:20.035527
430,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
431,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",020e078d77d26929,Developmental Chemical Manufacturing Specialist,,41.4,212,30+ days,2016-10-17 21:41:20.035527
432,"Cleveland, OH",Case Western Reserve University,He/she will present and discuss scientific findings in scientific meetings. This project is based on our recent discovery that plant virus-like nanoparticles...,383773b415bd1951,postdoctoral research associate,,51.6,125,19 days,2016-10-17 21:41:20.035527
433,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",9812940d1dd28a9b,Technician - Sample Receiving,,,,7 days,2016-10-17 21:41:20.035527
434,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",a44eb3a63f950315,Technician - Microbiology,,,,7 days,2016-10-17 21:41:20.035527
435,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
436,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",020e078d77d26929,Developmental Chemical Manufacturing Specialist,,41.4,212,30+ days,2016-10-17 21:41:20.035527
437,"Cleveland, OH",Case Western Reserve University,He/she will present and discuss scientific findings in scientific meetings. This project is based on our recent discovery that plant virus-like nanoparticles...,383773b415bd1951,postdoctoral research associate,,51.6,125,19 days,2016-10-17 21:41:20.035527
438,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",9812940d1dd28a9b,Technician - Sample Receiving,,,,7 days,2016-10-17 21:41:20.035527
439,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",a44eb3a63f950315,Technician - Microbiology,,,,7 days,2016-10-17 21:41:20.035527
440,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
441,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",020e078d77d26929,Developmental Chemical Manufacturing Specialist,,41.4,212,30+ days,2016-10-17 21:41:20.035527
442,"Cleveland, OH",Case Western Reserve University,He/she will present and discuss scientific findings in scientific meetings. This project is based on our recent discovery that plant virus-like nanoparticles...,383773b415bd1951,postdoctoral research associate,,51.6,125,19 days,2016-10-17 21:41:20.035527
443,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",9812940d1dd28a9b,Technician - Sample Receiving,,,,7 days,2016-10-17 21:41:20.035527
444,"Valley View, OH",Merieux Nutrisciences,"Our team of scientists and technicians are committed to providing our clients with accurate results, delivered on time, with uncompromising ethics, honesty,...",a44eb3a63f950315,Technician - Microbiology,,,,7 days,2016-10-17 21:41:20.035527
445,"Solon, OH",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",711853256f08f321,Quality Assurance Batch Release Coordinator - 10:00am to 7:0...,,41.4,212,30+ days,2016-10-17 21:41:20.035527
