,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
163,"Oakland, CA",HIRECLOUT,"Experience with deep learning, machine learning, neural networks and associated open source frameworks like Caffe, Theano, Torch, TensorFlow, etc....",c22bc6108cf052e1,Machine Learning Engineer,,,,19 days,2016-10-17 21:25:23.767901
164,"San Francisco, CA",SocialCode,Familiarity working with Data Scientists and demonstration of prior experience building data product pipelines....,d40fab4acd38b1e0,Data Engineer,,43.8,4,30+ days,2016-10-17 21:25:23.767901
165,"San Francisco, CA",6sense,"Our data scientists are not optimizing software; We work with big data at scale, advanced machine learning and predictive modeling to find buyers and predict...",231996de16f8c0a0,Data Scientist,,,,30+ days,2016-10-17 21:25:23.767901
166,"San Francisco, CA",iRhythm,This is a unique opportunity to grow/lead a team of scientists focused on improving the lives of patients by utilizing machine learning/deep learning techniques...,a464c5e6f3fdcd28,"Director, Data Science",,,,26 days,2016-10-17 21:25:23.767901
167,"San Francisco, CA 94103 (South Of Market area)",Uber,"As the data scientist for Travel Partnerships, these are the types of questions you will help answer with effective experimentation design and actionable data...",67db5db0df8f2c97,Data Scientist - Global Partnerships Travel,,51.0,159,30+ days,2016-10-17 21:25:23.767901
168,"San Francisco, CA",University of California San Francisco,"As part of an NIH-funded research group, the candidate will help design studies of clinical and biological data from human subjects, independently carry out...",1758c85e391772e6,ARDS Data Analyst,,52.199997,69,30+ days,2016-10-17 21:25:23.767901
169,"San Francisco, CA",RangTech,"Web analytics, Data mining techniques application for large data. Experience/Interest in machine learning, data mining, and predictive analysis....",fc2298b9dc8cb12e,Data Scientist,,,,30+ days,2016-10-17 21:25:23.767901
170,"San Francisco, CA",RangTech,"Web analytics, Data mining techniques application for large data. Experience/Interest in machine learning, data mining, and predictive analysis....",fc2298b9dc8cb12e,Data Scientist,,,,30+ days,2016-10-17 21:25:23.767901
171,"San Francisco, CA",Autodesk,"SQL, C, C++, Python, PHP, R, Excel, QlikView, Google Analytics, Adobe Analytics, Tableau, Domo, Hadoop, Network/Social graph....",048e5b93286b7f18,Subscriber Success Programs Data Analyst,,52.199997,147,30+ days,2016-10-17 21:25:23.767901
172,"San Francisco, CA",Wikimedia Foundation,"Learn to develop a protocol for anonymizing and storing data that can be applied to any surveys data set. In addition, you will provide support for improving...",a49e9f851cdbf2ef,Survey Data and Analysis Intern,,,,24 days,2016-10-17 21:25:23.767901
173,"San Francisco, CA 94111 (Financial District area)","Williams-Sonoma, Inc.","You'll be among a dynamic team of Data Scientists, gathering intelligence from large data stores across several relational and non-relational file systems....",4909b9be7e9343d7,"Data Scientist, Market Strategy and Analytics",,43.8,780,30+ days,2016-10-17 21:25:23.767901
174,"San Francisco, CA","A2Z Development Center, Inc.","Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems....",b2578596a62b6c83,Applied Scientist,,,,30+ days,2016-10-17 21:25:23.767901
175,"San Francisco, CA 94107 (South Of Market area)",LinkedIn,"4+ years’ industry experience working with large amounts of real data with SQL (Teradata, Oracle, or MySQL) and R, or other statistical package....",bbce1ca92b5597bb,"Senior Data Scientist - Content Experience Products, Consume...",,52.800003,67,30+ days,2016-10-17 21:25:23.767901
176,"San Francisco, CA",LendingHome,"Strong programming skills in R, SQL, Python. Manage regular third party security audits to ensure we are compliant in terms of (information) security....",202283bb6c5c4515,Sr. Data Scientist- Risk,,,,30+ days,2016-10-17 21:25:23.767901
177,"San Francisco, CA 94110 (Mission area)",Earnest,Desire to influence the shape and voice of the team through participating in the hiring process as well as mentorship of less experienced data scientists....,d419c99698bf4dc8,Senior Data Scientist,,,,30+ days,2016-10-17 21:25:23.767901
178,"San Francisco, CA 94110 (Mission area)",Zenefits,"Connect directly with your current payroll, health insurance, and other systems in seconds, or use Zenefits to get set up with new payroll, health insurance,...",66aebc77c60a3fe6,Data Scientist,,40.8,31,30+ days,2016-10-17 21:25:23.767901
179,"San Francisco, CA 94104 (Financial District area)",kWh Analytics,A track record of spotting relevant trends in noisy data sets. Ability to design a data visualization that clearly communicates the relevant comparisons....,aead5513d8d045d6,Data Scientist,"$120,000 a year",,,30+ days,2016-10-17 21:25:23.767901
180,"San Francisco, CA","GRAIL, Inc.",Experience designing and developing clinical grade bioinformatics next generation sequencing data analysis solutions....,b00122d1143acef4,BIOINFORMATICS SCIENTIST I/II,,,,13 days,2016-10-17 21:25:23.767901
181,"San Francisco, CA",Eurofins,"Strong computer, scientific, data analysis and organizational skills. Eurofins Lancaster Laboratories, a nationally recognized laboratory, is searching for a...",f3f7d1374dee3af9,Drug Delivery Device Researcher/ Analyst,,,,12 days,2016-10-17 21:25:23.767901
182,"San Francisco, CA",LiveRamp,Strong grasp of statistics and data mining techniques. As a LiveRamp Data Scientist you’ll analyze the complex connections in this half a trillion node graph...,8817c109665b1b28,Statistically Significant Data Scientist,,,,30+ days,2016-10-17 21:25:23.767901
183,"San Francisco, CA",Aclima,"Experience with spatial statistics and large-scale data analysis techniques, including data mining and machine learning....",4723b6781957889d,Environmental Data Scientist,,,,23 days,2016-10-17 21:25:23.767901
184,"San Mateo, CA 94404",Staples,Qualifications Job : Location(s) : Other Locations : Schedule : : : ...,e67654fb695c0038,"Sr. Data Scientist INV, San Mateo, CA",,43.2,5429,30+ days,2016-10-17 21:25:23.767901
185,"Redwood City, CA 94065",Electronic Arts,For a more senior candidate there will be opportunities for project management and mentoring of junior data scientists....,36e4c6226f11edbc,"Sr. Data Scientist, Spark",,44.4,253,30+ days,2016-10-17 21:25:23.767901
186,"Mill Valley, CA 94941",Glassdoor,"Interest in data visualization, building interactive data tools, and storytelling with data. How can transform Glassdoor data into public-facing dashboards, and...",aba7a82d6c234ba3,"Data Scientist, Economics",,43.8,13,30+ days,2016-10-17 21:25:23.767901
187,"San Francisco, CA",Workbridge Associates,A leading technology company is looking for Data Scientists to join their Engineering team to help transform data into insights....,0f82f37a702887fb,Senior Data Scientist,"$150,000 - $190,000 a year",41.4,25,1 hour,2016-10-17 21:25:23.767901
188,"Redwood City, CA",Delphix,"Deep understanding of any large, complicated system. A foundation in data structures and algorithms, and concurrency....",6c87512b3aa78903,Data Management Infrastructure Engineer,,,,5 days,2016-10-17 21:25:23.767901
189,"San Francisco, CA",Guidepoint Global,"Identify market trends (sectors covered- Technology, Hi-Tech, Media &Telecom; Qualify by screening and creating bio profiles of prospective industry experts for...",e45786f02fb551d3,Research Analyst (San Francisco),,43.8,5,9 days,2016-10-17 21:25:23.767901
190,"San Francisco, CA 94104 (Financial District area)",Metabiota,"Built on a strong foundation of scientific expertise, including a worldwide network of on-the-ground experts, Metabiota delivers actionable, data-driven...",d3a980a68441ea9f,Modeler/Statistician,,54.0,2,30+ days,2016-10-17 21:25:23.767901
191,"San Francisco, CA 94107 (South Of Market area)",Doximity,"Because Doximity is such a data-driven company, our data scientists play a central role in the product development process by uncovering key insights from our...",ba19b2152080c643,Sr/Lead Data Scientist,,,,27 days,2016-10-17 21:25:23.767901
192,"San Francisco Bay Area, CA","Key Business Solutions, Inc.",Looking for a Data scientist with Good Communication Skills. Please accept our apologies and reply in the subject heading with REMOVE to be removed from our...,e27f59dd01dc3dc9,Data Scientist,,,,21 days,2016-10-17 21:25:23.767901
193,"San Francisco, CA",General Assembly,"Our Data Science Immersive course is a brand-new, life-changing educational experience where students leave with the skills and mindsets to take on new careers...",80557580374f0eef,Data Science Instructor,,52.800003,74,30+ days,2016-10-17 21:25:23.767901
194,"Emeryville, CA","Aspera, an IBM Company","Create new data processing pipelines using statistical and machine learning techniques and applying open technologies (Apache HDFS, Spark/MapReduce, Redis, etc....",6d3c900d97c9c687,Data Analytics Engineer at AsperaLabs,,,,30+ days,2016-10-17 21:25:23.767901
195,"San Francisco, CA 94107 (South Of Market area)",Smule,"Familiar with data visualization best practices and has strong. As the insights Visualization expert at Smule, you will convert business....",a8871d6060dc6c37,Visualization Analyst,,54.0,2,10 days,2016-10-17 21:25:23.767901
196,"San Francisco, CA",inVentiv Health Clinical,"Bachelors or Master’s degree, in Computer Science, Statistics, Mathematics, Life Sciences or other relevant scientific subject....",c30d71fd61b36ec7,Statistical Programmer - 100663,,43.8,52,30+ days,2016-10-17 21:25:23.767901
197,"San Francisco, CA",Cytel,"Provides systems and support for clinical data management staff, clinical programmers, quality control (QC) staff, and biostatisticians....",40c4abd94eaf0957,Statistical Programmer,,55.800003,4,30+ days,2016-10-17 21:25:23.767901
198,"San Francisco, CA",Robert Walters,We're looking for a data scientist or machine learning engineer to help create next-generation machine learning solutions from our large corpus of workplace...,682321d5c5cbe219,Data Scientist,,51.0,22,28 days,2016-10-17 21:25:23.767901
199,"San Carlos, CA",Farmers Business Network,We're looking for data scientists who are enthusiastic about applying big data to help farmers! The network effect of farmers sharing their data allows us to...,41e9bb3fad97d733,Data Scientist,,,,30+ days,2016-10-17 21:25:23.767901
200,"San Francisco, CA 94103 (South Of Market area)",Uber,"Graduate degrees preferred.Extensive experience with common analysis tools - SQL, R, Python, Julia or similar....",17d15c3974fe11ba,Data Scientist (Growth) - Uber for Business,,51.0,159,30+ days,2016-10-17 21:25:23.767901
201,"San Francisco, CA 94158 (South Of Market area)","Illumina, Inc.","Must have solid knowledge of machine learning methods, big data technology stack including Apache Spark, bioinformatics exposure....",27855ff0a12ec1a4,Ensemble Machine Learning Intern,,41.4,51,12 days,2016-10-17 21:25:23.767901
202,"South San Francisco, CA",Google,"As a key member of our scientific team, you will be expected to contribute to both our basic and applied research programs....",18736d14ec2d110b,"Vector Biologist, Debug Project, Verily Life Sciences",,52.800003,1219,10 days,2016-10-17 21:25:23.767901
203,"San Mateo, CA",Andiamo! Group,Data Scientist (3056AHR). Design experiments to answer data analytics questions. We are looking for a Data Scientist to join our fun and innovative team during...,99f5251cb395d96b,Data Scientist,,,,4 days,2016-10-17 21:25:23.767901
204,"San Francisco, CA",Evidera,Broad experience in SLR methods in health economics and/or health services research. This role will also involve scientific responsibility for project...,63211ffdfd1405bb,"Research Scientist - Meta Research - San Francisco, CA",,42.6,5,16 days,2016-10-17 21:25:23.767901
205,"San Francisco, CA 94107 (South Of Market area)",Directly,"Collaborate closely with product managers, engineers, data scientists, and other designers to define, design, and refine user facing products....",bf6fb313ac3cbc46,Product Designer,,,,6 days,2016-10-17 21:25:23.767901
206,"San Francisco, CA",Near,"Data types include structured and unstructured data in multiple formats (text,audio,video) spanning multiple domains including user profile data, geo-spatial...",5d0eb33d81be7af9,Data Scientist,,,,30+ days,2016-10-17 21:25:23.767901
207,"San Francisco, CA",Microsoft,This emerging field combines big data and behavioral analytics to generate unprecedented insights companies’ biggest challenges....,21c7d15ab3710c79,WpA Consulting Lead,,52.199997,2485,2 days,2016-10-17 21:25:23.767901
208,"San Francisco, CA",Deloitte,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",9c1d0d1fbcff94a2,Advanced Analytics Enablement Big Data Senior Consultant,,51.0,3469,30+ days,2016-10-17 21:25:23.767901
209,"San Francisco, CA",Enlitic,"Help design and implement internal web applications and clinical integrations for our data scientists, radiologists, and partners....",629d03e3d342cfb4,Data Infrastructure Engineer,,,,30+ days,2016-10-17 21:25:23.767901
210,"San Francisco, CA",Enlitic,"Help design and implement internal web applications and clinical integrations for our data scientists, radiologists, and partners....",629d03e3d342cfb4,Data Infrastructure Engineer,,,,30+ days,2016-10-17 21:25:23.767901
211,"San Francisco, CA",Salesforce,You triangulate data. Design data analysis program and develop tailored analytic plans to meet business needs....,44d2495565a8095d,Quantitative Researcher / Business Analyst,,52.800003,155,30+ days,2016-10-17 21:25:23.767901
212,"San Francisco, CA",Enlitic,"Your primary mission is to put machine learning algorithms into practice, while growing your own expertise in machine learning....",d50b87f81b8f4696,Deep Learning / Machine Learning Engineer,,,,30+ days,2016-10-17 21:25:23.767901
213,"San Francisco, CA 94107 (South Of Market area)",PG&E,Market ResearchAnalyst will manage complex research projects with limited supervision by working closely with internal clients throughout the organization to...,9ea26274abd6df60,"Market Research Analyst, Senior - San Francisco, CA",,51.0,261,12 days,2016-10-17 21:25:23.767901
214,"Foster City, CA",Eurofins,"Eurofins Lancaster Laboratories, a nationally recognized laboratory, is searching for a Data Review Scientist to support our Professional Scientific Services...",2403daf889272b17,QC Data review scientist,,,,17 days,2016-10-17 21:25:23.767901
215,"San Francisco, CA 94103 (South Of Market area)",Uber,"Graduation date in Spring 2018 or soonerPursuing BS/BA in Math, Economics, Statistics, Computer Science, or other quantitative fieldExperience with common...",a68c4d8743f12583,Ubernomics Data Scientist - Internship/Co-op,,51.0,159,13 days,2016-10-17 21:25:23.767901
216,"Foster City, CA",Visa,"Manage project and client relationship for small projects. The Analytics and Data Products (ADP) group works with internal business teams, our key Visa issuing...",cdf130be0b19341b,Senior Data Scientist / Analyst Job,,51.0,294,1 day,2016-10-17 21:25:23.767901
217,"Foster City, CA",Eurofins,"Eurofins Lancaster Laboratories, a nationally recognized laboratory, is searching for a Data ManagementScientist to support our Professional Scientific Services...",e1b6151b09cc38c7,Data Management Scientist,,,,10 days,2016-10-17 21:25:23.767901
218,"South San Francisco, CA",Genentech,"Authors the clinical study report, provides input into global health authority documents and regulatory response for health authority submissions....",c97d2889969b2962,Statistical Scientist - Product Development Biostatistics,,51.6,272,8 days,2016-10-17 21:25:23.767901
219,"San Francisco, CA",Boutique Air,Excellent data collection and analysis skills. Conduct industry-specific data analyses and present findings in a clear and concise manner....,cd120d13324a0807,Research Analyst,,,,15 days,2016-10-17 21:25:23.767901
220,"San Francisco, CA 94114 (Castro-Upper Market area)",Apple,The Siri Search team is looking for big-data scientists who have experience in research and development of KPI’s especially in the context of online user...,e979fb693da2915f,"Data Scientist, Siri Search Team",,52.800003,2573,30+ days,2016-10-17 21:25:23.767901
221,"Redwood Shores, CA",Oracle,The Data Scientist will be. Customer data mining for segmentation. Manage and activate DMP data and audiences for digital campaigns and will....,d9c14601601a83d6,Data Scientist 4,,44.4,1013,30+ days,2016-10-17 21:25:23.767901
222,"San Francisco, CA",Anki,"The infrastructure you work on will be used by products in market, by data scientists to analyze product data, by the marketing team to feed product data into...",796e8e43484c793f,Data Services Engineer,,,,30+ days,2016-10-17 21:25:23.767901
223,"San Francisco, CA 94110 (Mission area)",Zenefits,Work closely with our data scientists. You will democratize data by building out our internal analytics tools and systems so everyone can access and work with...,bd7e8fab72302c9f,Data Engineer,,40.8,31,30+ days,2016-10-17 21:25:23.767901
224,"San Francisco, CA",Enlitic,"Build maintainable pipelines for deep learning that can handle terabytes of data. As one of the first 20 full-time team members, you will develop Enlitic’s next...",d3287a39254e299d,Deep Learning / Machine Learning Researcher,,,,30+ days,2016-10-17 21:25:23.767901
225,"Redwood Shores, CA",Oracle,"Work alongside a team of data scientists to aid data mining, algorithm development, data visualization, and data cleansing/transformation....",bc5611550121634d,Big Data Engineer,,44.4,1013,3 days,2016-10-17 21:25:23.767901
226,"San Francisco, CA",eBay,"We are looking for talented applied scientists to work on problems in Natural Language Understanding, Machine Learning and Artificial Intelligence....",7022d05ad4ecb5ec,"Research Scientist, AI",,51.0,746,18 days,2016-10-17 21:25:23.767901
227,"San Francisco, CA 94103 (South Of Market area)",Uber,"You’ll be driving all data-related work for these strategic partnerships — from designing experiments to optimize every aspect of the rewards products, to...",36f63098dadfc390,"Data Scientist - Strategic Partnerships, Financial Services",,51.0,159,30+ days,2016-10-17 21:25:23.767901
228,"Oakland, CA 94607 (Acorn-Acorn Industrial area)",University of California Office of the President,"For assigned data submissions, resolves data problems identified by the different subject matter experts in IRAP as well as gross errors identified by the...",6ecb6462fcb40b06,Institutional Research and Planning Analyst 3 (6948),,52.800003,709,5 days,2016-10-17 21:25:23.767901
229,"San Francisco, CA 94103 (South Of Market area)",Uber,Your team of data scientists will partner with product managers and engineers to provide insights and build data-driven products for the most consumer-focused...,5a727fce570a45e3,Head of Data Science - Rider,,51.0,159,30+ days,2016-10-17 21:25:23.767901
230,"San Francisco, CA",Radius,We seek someone with direct and extensive experience in data modeling and data exploration to join a fast-moving team of data scientists and engineers with the...,ac846179eacf2c03,Senior Data Scientist,,42.0,20,30+ days,2016-10-17 21:25:23.767901
